epoch,loss,lr,val_loss
0,2.5264138355976393,1e-04,2.4438516958554586
0,2.3219914244002653,1e-04,2.3575523130098976
1,2.190629288929851,1e-04,2.176653048992157
2,2.0895361918361246,1e-04,2.131494191090266
3,1.9872142146615421,1e-04,2.1387493578592935
4,1.9072464029328162,1e-04,2.121674122015635
5,1.8316540900398703,1e-04,2.153370894988378
6,1.7788997337597758,1e-04,2.1276548039913177
7,1.7199034153914252,1e-04,2.086699605782827
8,1.6678332811644097,1e-04,2.105320125023524
9,1.6182064601353237,1e-04,2.198440193335215
10,1.5794367499712134,1e-04,2.0825876434644064
11,1.5383737760431626,1e-04,2.1713211488723756
12,1.5034548426876548,1e-04,2.0690851895014446
13,1.483644239642039,1e-04,2.0530412785212198
14,1.4421895755439245,1e-04,2.0579470109939577
15,1.4121220738947893,1e-04,2.0710458846886954
16,1.382478548298363,1e-04,2.0566784278551737
17,1.3523331305559945,1e-04,2.1332821170488994
18,1.3473064276350646,1e-04,2.0743839128812156
19,1.2473217073608847,5e-05,2.0484794274965923
20,1.2166349842768758,5e-05,2.0877345871925352
21,1.1937875864886436,5e-05,2.062085298697154
22,1.1655908061676667,5e-05,2.037246904373169
23,1.1541888097755046,5e-05,2.0367056175072986
24,1.1374961387209532,5e-05,2.0854336829980213
25,1.1167781601432993,5e-05,2.0617143913110096
26,1.0981399217573535,5e-05,2.104848861694336
27,1.0852211055635403,5e-05,2.058361136515935
28,1.0809699449218622,5e-05,2.060222084124883
29,1.0366177776280572,2.5e-05,2.0599841356277464
30,1.0123478001907091,2.5e-05,2.075571298201879
31,0.9920289937187644,2.5e-05,2.0756386975447336
32,0.9861913226231808,2.5e-05,2.0485593593120575
33,0.9736758673892302,2.5e-05,2.0662824749946593
34,0.9524955062305226,1.25e-05,2.0572210987408956
35,0.9350963602546885,1.25e-05,2.050497004588445
36,0.9276844173920255,1.25e-05,2.0481888862450917
37,0.9196074114126318,1.25e-05,2.0477904097239175
38,0.915900382474691,1.25e-05,2.0686233731110892
39,0.9064973159998405,6.25e-06,2.0299316195646924
40,0.8895896151286213,6.25e-06,2.047463670571645
41,0.8881825354920716,6.25e-06,2.0519172207514447
42,0.886786008281868,6.25e-06,2.060566420952479
43,0.8762054453376963,6.25e-06,2.0481324076652525
44,0.8812339226738746,6.25e-06,2.052088495492935
45,0.8742131611880134,3.125e-06,2.0357146060466764
46,0.8644563586771989,3.125e-06,2.036210961739222
47,0.8660247383999223,3.125e-06,2.0522598004341126
48,0.8610494203928138,3.125e-06,2.0396110582351685
49,0.8568782071105573,3.125e-06,2.0549089821179707
50,0.853065518671725,1.5625e-06,2.0468921868006387
51,0.8560332230159214,1.5625e-06,2.0484694814682007
52,0.8584907301333772,1.5625e-06,2.05432310183843
53,0.850756697995322,1.5625e-06,2.0559027711550395
54,0.8473081254157699,1.5625e-06,2.0471675511201224
55,0.8514478092434026,7.8125e-07,2.0379069455464682
56,0.846526028328583,7.8125e-07,2.055474957625071
57,0.8474792808043856,7.8125e-07,2.0512864100933075
58,0.8563713336191258,7.8125e-07,2.045060871839523
59,0.8485224552515174,7.8125e-07,2.055670899947484
60,0.842891446983113,3.90625e-07,2.0417987676461538
61,0.8482018546897824,3.90625e-07,2.035475789308548
62,0.8409659915611524,3.90625e-07,2.0439959851900737
63,0.8419955813584208,3.90625e-07,2.0497095084190367
64,0.847170600169847,3.90625e-07,2.0451303267478944
65,0.8477041029128708,1.953125e-07,2.0427878455320996
66,0.8466969427942228,1.953125e-07,2.0510246761639914
67,0.8464113918673091,1.953125e-07,2.0533407612641654
68,0.8468200393083717,1.953125e-07,2.0425664476553598
69,0.8368341888700213,1.953125e-07,2.058848571777344
70,0.8457172961796031,9.765625e-08,2.060828336874644
71,0.8432268712700915,9.765625e-08,2.0529528510570527
72,0.8401515953681048,9.765625e-08,2.0524333175023397
73,0.8409503781494974,9.765625e-08,2.0661873682339986
74,0.8436318227222988,9.765625e-08,2.0497077393531797
75,0.8401465688432966,4.8828124e-08,2.044054027001063
76,0.842406276494515,4.8828124e-08,2.0649460045496624
77,0.8451077899011243,4.8828124e-08,2.0607850070794425
