epoch,loss,lr,val_loss
0,1.1824597601129228,1e-04,10.59069889386495
1,1.1567184734745186,1e-04,1.5275975088278453
2,1.1522920862967228,1e-04,2.0472740213076275
3,1.1473864427133769,1e-04,1.284288380543391
4,1.1430667418391764,1e-04,1.2250948309898377
5,1.1398089142406689,1e-04,1.204342128833135
6,1.1367002344932877,1e-04,1.2386044224103292
7,1.1344732777411197,1e-04,1.204800933599472
8,1.13296210465311,1e-04,1.2035624007383983
9,1.131160529721685,1e-04,1.2033779541651408
10,1.1315277394126444,1e-04,1.2064910312493642
11,1.129911075119211,1e-04,1.2078727225462595
12,1.1291698117216094,1e-04,1.203734807173411
13,1.1270354996208383,1e-04,1.2030212084452312
14,1.126125825553381,1e-04,1.229081137975057
15,1.124585103587944,1e-04,1.2023397346337636
16,1.1237156491319673,1e-04,1.2003750284512837
17,1.1220486895376895,1e-04,1.204072751601537
18,1.121002567916357,1e-04,1.208294000228246
19,1.1202795074767424,1e-04,1.206630951166153
20,1.118979091403865,1e-04,1.2045132319132488
21,1.1176549546858843,1e-04,1.20391326546669
22,1.1152268197356152,1e-04,1.2088543057441712
23,1.1131891392860092,1e-04,1.1998504042625426
24,1.1121551930403508,1e-04,1.21363498767217
25,1.1106159396532203,1e-04,1.2046898663043977
26,1.1101744335238672,1e-04,1.2040426969528197
27,1.1092854968639982,1e-04,1.204364045461019
28,1.1068328488774661,1e-04,1.2186841289202373
29,1.1054722701801973,1e-04,1.2071859876314799
30,1.102848135122732,1e-04,1.2059312264124553
31,1.1020264845936238,1e-04,1.2048584779103597
32,1.1013440645041586,1e-04,1.2038642247517903
33,1.0991392085532181,1e-04,1.2052391489346823
34,1.0981808199602014,1e-04,1.2020987272262573
35,1.0978190067435514,1e-04,1.2038243194421132
36,1.0978917454471107,1e-04,1.2256348113218942
37,1.0973184309085877,1e-04,1.2055509328842162
38,1.095840467124426,1e-04,1.209098643064499
39,1.093925884791783,1e-04,1.2022644778092701
40,1.0930292656441696,1e-04,1.2068083087603252
41,1.0918155738285609,1e-04,1.2082046349843343
42,1.0903477608656682,1e-04,1.209459791580836
43,1.0895791384352356,1e-04,1.2081187208493551
44,1.0860844169344221,5e-05,1.205105471611023
45,1.0801635920500554,5e-05,1.203914725780487
