epoch,loss,lr,val_loss
0,2.1821924337819847,1e-04,2.699628782272339
1,1.927403396918994,1e-04,1.8548672815163931
2,1.7369017250397627,1e-04,1.713363246122996
3,1.6290596523204772,1e-04,1.6181409498055777
4,1.562641667718647,1e-04,1.5869613150755564
5,1.5240574093425976,1e-04,1.5991852680842082
6,1.4955585293409204,1e-04,1.5567498962084452
7,1.476727779172048,1e-04,1.5270844936370849
8,1.462432797215566,1e-04,1.6087553679943085
9,1.4474603248243572,1e-04,1.669386488199234
10,1.432624279951849,1e-04,1.5726128339767456
11,1.420663674338525,1e-04,1.66578142841657
0,1.4100287872202255,1e-04,1.469521059592565
1,1.3954566967587512,1e-04,1.4704003095626832
2,1.3845535166123335,1e-04,2.0757327914237975
3,1.3722859040027906,1e-04,1.4669385532538095
4,1.3576041710476916,1e-04,1.4501325090726216
5,1.3446839897572493,1e-04,1.5464069306850434
6,1.3334530051015003,1e-04,1.42576465010643
7,1.3242883501934404,1e-04,1.548329750696818
8,1.3147067452679162,1e-04,1.574428383509318
9,1.3096168161440296,1e-04,1.4868084927399954
10,1.3052515863370495,1e-04,1.4273803075154623
11,1.2983558518545968,1e-04,1.398022339741389
12,1.2941764172385721,1e-04,1.6693044344584147
13,1.2888527327224988,1e-04,1.4189946870009105
14,1.2837626443189734,1e-04,1.5393439412117005
15,1.2798396208707024,1e-04,1.403337331612905
16,1.2756267305181808,1e-04,1.412872423728307
17,1.2720563642117155,1e-04,1.4302956918875376
18,1.2682344923500253,1e-04,1.3840123732884726
19,1.2643983334052462,1e-04,1.429934597015381
20,1.2618266223859387,1e-04,1.4079001168409984
21,1.2586440549177282,1e-04,1.4399033149083456
22,1.2551423982411873,1e-04,1.4488145569960276
23,1.2525632882318576,1e-04,1.368180481592814
24,1.2499857028993238,1e-04,1.3952784935633342
25,1.2465199282189376,1e-04,1.3567546566327413
26,1.2421245174247677,1e-04,1.4621261974175772
27,1.2406974820529713,1e-04,1.3907359182834624
28,1.2380881880511756,1e-04,1.4134478926658631
29,1.2357208047594344,1e-04,1.3559880654017131
30,1.2330244529147107,1e-04,1.402176888783773
31,1.2303447593160037,1e-04,1.356330148379008
32,1.226517809539282,1e-04,1.3546444654464722
33,1.2236798430691247,1e-04,1.3874319394429524
34,1.2198758726360417,1e-04,1.3712273915608724
35,1.2169711649918757,1e-04,1.3422061105569203
36,1.2141061530393713,1e-04,1.3500178317228952
37,1.2122991686107731,1e-04,1.3407347838083903
38,1.2102417995949752,1e-04,1.4231101274490356
39,1.2069906256779903,1e-04,1.3347403883934021
40,1.204776561560751,1e-04,1.3403313159942627
41,1.2013241763876266,1e-04,1.3634511828422546
42,1.1986745235298861,1e-04,1.3324921607971192
43,1.195908913091451,1e-04,1.4022733132044474
44,1.1932894842965263,1e-04,1.3826617538928985
45,1.1920931038736295,1e-04,1.3366333842277527
46,1.1901944404890556,1e-04,1.3849149902661642
47,1.1884091110790478,1e-04,1.3488186180591584
48,1.1858527990950256,1e-04,1.3780838032563527
49,1.1854705289632332,1e-04,1.33030553261439
50,1.1840984110070878,1e-04,1.3288957754770914
51,1.1810624058507069,1e-04,1.3263293286164601
52,1.179213623038861,1e-04,1.3749662776788076
53,1.1772479109403466,1e-04,1.327027173837026
54,1.176161542660048,1e-04,1.3187547624111176
55,1.1750480888270531,1e-04,1.3392237226168315
56,1.1738587437557573,1e-04,1.3179922699928284
57,1.1724287792414176,1e-04,1.3225336531798044
58,1.1725263775897627,1e-04,1.3167808334032693
59,1.170947987492345,1e-04,1.310410479704539
60,1.1697315288191081,1e-04,1.306017384926478
61,1.1678604178068017,1e-04,1.308806985616684
62,1.1667689756185067,1e-04,1.3086338977018992
63,1.1647029664336133,1e-04,1.314814986785253
64,1.1651295944422233,1e-04,1.3356268644332885
65,1.165317905049364,1e-04,1.3031527022520701
66,1.162941479883274,1e-04,1.3383436938126883
67,1.1628143206363966,1e-04,1.3103975852330525
68,1.162496843257872,1e-04,1.3097180525461833
69,1.1601124991889762,1e-04,1.3072702745596567
70,1.1584025320886564,1e-04,1.30086546142896
71,1.1568880632144063,1e-04,1.2997856656710307
72,1.1558288385888107,1e-04,1.3188277105490367
73,1.1536407761213159,1e-04,1.3255687693754832
74,1.1530818698786889,1e-04,1.3011191229025523
75,1.149971187615595,1e-04,1.309707115093867
76,1.1480823605000472,1e-04,1.3199629426002502
77,1.1472673195750773,1e-04,1.3098837375640868
78,1.1460318094542046,1e-04,1.2940005302429198
79,1.1449322420008041,1e-04,1.3032706558704377
80,1.144327558389231,1e-04,1.2976517419020335
81,1.1430485519040532,1e-04,1.3047962963581086
82,1.1424296944081282,1e-04,1.317027986049652
83,1.1426530275024285,1e-04,1.3058908740679422
84,1.1426650305756,1e-04,1.3359317541122437
85,1.140882756529736,1e-04,1.2952800949414571
86,1.1404871670137935,1e-04,1.2945895353953043
87,1.1396268155394482,1e-04,1.3005915264288583
88,1.1376091722680741,1e-04,1.3094914197921752
89,1.1339405153979774,5e-05,1.2909756044546763
90,1.1289471868707353,5e-05,1.2978232443332671
91,1.1267985816763229,5e-05,1.3031790773073832
92,1.1253568084300065,5e-05,1.3039608935515086
93,1.1241317306246077,5e-05,1.3072686235109965
94,1.1229434343947082,5e-05,1.3013366560141246
95,1.1220522287513028,5e-05,1.3103432516256968
96,1.1215886779192115,5e-05,1.294058128197988
97,1.121492460996163,5e-05,1.2969566524028777
98,1.121106179822393,5e-05,1.3020935654640198
99,1.1205284405155342,5e-05,1.2919295370578765
100,1.1188412964844905,2.5e-05,1.2896136780579885
101,1.1166994621773727,2.5e-05,1.299151219924291
102,1.1156833923163534,2.5e-05,1.2942720095316569
103,1.1149177240724324,2.5e-05,1.2961221853892009
104,1.1141987778559452,2.5e-05,1.2977127532164257
105,1.113563659812222,2.5e-05,1.2957127074400583
106,1.113065466159532,2.5e-05,1.2957755088806153
107,1.1127530717048324,2.5e-05,1.2920463621616363
108,1.112469492840166,2.5e-05,1.2939009110132853
109,1.1123033621731926,2.5e-05,1.2936773935953776
110,1.1119176670282829,2.5e-05,1.2897769729296367
111,1.110768297139336,1.25e-05,1.2920123895009359
112,1.1095970678730172,1.25e-05,1.289363576968511
113,1.1088743520384075,1.25e-05,1.2922772804896037
114,1.1082782605115105,1.25e-05,1.2909557620684307
115,1.1078165018257975,1.25e-05,1.2909631272157034
116,1.1073658686726033,1.25e-05,1.2902727047602336
117,1.1069044305496858,1.25e-05,1.290003816286723
118,1.106576999696363,1.25e-05,1.2899810155232747
119,1.106367530942965,1.25e-05,1.2907158732414246
120,1.1061641699125786,1.25e-05,1.291677858432134
121,1.106307890234875,1.25e-05,1.2950944364070893
122,1.1061979852804618,1.25e-05,1.2876526137193045
123,1.1060225873434244,1.25e-05,1.2892291605472566
124,1.1054203019422644,1.25e-05,1.2882854104042054
125,1.1046244547146709,1.25e-05,1.2902672608693442
126,1.1041299926132715,1.25e-05,1.2904011189937592
127,1.1035718316791439,1.25e-05,1.2904331922531127
128,1.1034336350545162,1.25e-05,1.289746238787969
129,1.1033294791934871,1.25e-05,1.2902410646279654
130,1.1028645339132357,1.25e-05,1.2891610980033874
131,1.1024053838072705,1.25e-05,1.2889832039674123
132,1.1019628949525977,1.25e-05,1.2887899219989776
133,1.1011816173040567,6.25e-06,1.2882180790106454
134,1.1003506914908145,6.25e-06,1.2883217593034109
135,1.099965248789106,6.25e-06,1.2881965041160583
136,1.099684336606194,6.25e-06,1.2877783536911012
137,1.0994255813229985,6.25e-06,1.287592343489329
138,1.0991756525360237,6.25e-06,1.2877753535906473
139,1.098929664667915,6.25e-06,1.2875144561131795
140,1.0986998071189689,6.25e-06,1.2880016088485717
141,1.0984804930807162,6.25e-06,1.2875268499056498
142,1.098298479528988,6.25e-06,1.2874905486901602
143,1.0981049607781803,6.25e-06,1.2877830028533936
144,1.0979346627948665,6.25e-06,1.2866571187973022
145,1.0978027912748962,6.25e-06,1.2870879471302032
146,1.0977422499857028,6.25e-06,1.2872381250063578
147,1.0976132444974755,6.25e-06,1.2871224482854207
148,1.0975198184742647,6.25e-06,1.2878411869208017
149,1.097394649721995,6.25e-06,1.287261865536372
150,1.0971732991082328,6.25e-06,1.2870702544848125
151,1.0970814548620658,6.25e-06,1.2886669516563416
152,1.0970200019724228,6.25e-06,1.2856889009475707
153,1.0966765399740523,6.25e-06,1.287395066022873
154,1.0962749970059436,6.25e-06,1.2866390307744344
155,1.0961838810383773,6.25e-06,1.2862815618515016
156,1.095948107102338,6.25e-06,1.2859266181786855
157,1.0956623213631767,6.25e-06,1.2870645741621654
158,1.0954996888377087,6.25e-06,1.28849848707517
159,1.0953185848829126,6.25e-06,1.2866946796576182
160,1.0951471278647416,6.25e-06,1.287057344118754
161,1.0950026672427393,6.25e-06,1.2864761888980865
162,1.094744987848426,6.25e-06,1.2874734580516816
163,1.094304020665273,3.125e-06,1.2863003214200337
164,1.0939530214341748,3.125e-06,1.2864687283833822
165,1.0937359813882523,3.125e-06,1.286269203821818
166,1.0935743165617229,3.125e-06,1.2862999300161997
167,1.0934477453472233,3.125e-06,1.2861964404582977
168,1.0933212783156323,3.125e-06,1.2862698515256246
169,1.0932051384148478,3.125e-06,1.2860928018887838
170,1.0930900573730469,3.125e-06,1.2859164992968242
171,1.092979597444294,3.125e-06,1.2860641141732534
172,1.0928717130372505,3.125e-06,1.286020032564799
173,1.092737207893564,1.5625e-06,1.2860449194908141
174,1.0926662593328653,1.5625e-06,1.286070740222931
175,1.092602260974275,1.5625e-06,1.2860304673512777
176,1.0925374451805563,1.5625e-06,1.2861794928709667
177,1.0924772575121968,1.5625e-06,1.2859992146492005
178,1.092420808407439,1.5625e-06,1.2860868096351623
179,1.0923595708959244,1.5625e-06,1.2859062194824218
180,1.0922966323980765,1.5625e-06,1.2858521779378256
181,1.092239631324255,1.5625e-06,1.2859293977419535
182,1.0921782415454127,1.5625e-06,1.285968554019928
183,1.0921058384310298,7.8125e-07,1.2859301249186197
184,1.0920704022175123,7.8125e-07,1.285928914944331
185,1.0920375675714316,7.8125e-07,1.2859382430712383
186,1.0920064449310303,7.8125e-07,1.2859439333279927
187,1.0919739228336751,7.8125e-07,1.2858208159605662
188,1.0919421400342668,7.8125e-07,1.2858863393465678
189,1.0919113860410803,7.8125e-07,1.2858797629674277
190,1.091876358545127,7.8125e-07,1.2859021325906117
191,1.0918439867115821,7.8125e-07,1.285878888765971
192,1.0918115697988944,7.8125e-07,1.285815042257309
193,1.0917727736865772,3.90625e-07,1.2858319242795309
194,1.0917545026089965,3.90625e-07,1.2858226935068766
195,1.091737363518787,3.90625e-07,1.285808672507604
196,1.0917194791200782,3.90625e-07,1.2858132421970367
197,1.0917024211723263,3.90625e-07,1.2858114381631216
198,1.0916845287595476,3.90625e-07,1.2857629418373109
199,1.0916677643271053,3.90625e-07,1.2857913275559743
