epoch,loss,lr,val_loss
0,1.176656444032653,1e-04,1.1777083317438761
1,1.1441248164457434,1e-04,1.2245513061682383
2,1.1931814781757963,1e-04,1.1252774626016617
3,1.146093421122607,1e-04,1.1654476245244345
4,1.1508238741329737,1e-04,1.1588149229685465
5,1.1317276949642086,1e-04,1.1303932478030523
6,1.1094807276204854,1e-04,1.1169329752524695
7,1.154847667497747,1e-04,1.1634997467199961
8,1.1619374176033406,1e-04,1.1588298638661703
9,1.135544907646019,1e-04,1.1335773636897406
10,1.1017794293515824,1e-04,1.1065911928812662
11,1.1360525318554469,1e-04,1.1547473351160684
12,1.1591424611436218,1e-04,1.1623404731353124
13,1.1103672159820044,1e-04,1.1576873342196146
14,1.1316805672244865,1e-04,1.1137117703755697
15,1.1639524462844144,1e-04,1.1506157418092091
16,1.1403947532677852,1e-04,1.130949511130651
17,1.1620495129032296,1e-04,1.1400781551996866
18,1.1258852832457598,1e-04,1.1276860853036246
19,1.1326306317032886,1e-04,1.158619217077891
20,1.16014476884313,1e-04,1.1356096824010213
21,1.1337991066339637,1e-04,1.1481556942065556
22,1.1640620502103276,1e-04,1.1705038656791051
23,1.150137154495015,1e-04,1.1668258736530939
24,1.1585019200789828,1e-04,1.1441831002632776
25,1.1326167798843705,1e-04,1.1226065158843994
26,1.1231168738934172,1e-04,1.1259338567654291
27,1.1361938985455937,1e-04,1.1247665445009867
28,1.1493335045686288,1e-04,1.2409975012143453
29,1.094352497774012,1e-04,1.1488606005907058
30,1.134432408489099,1e-04,1.1655125468969345
31,1.146159505142885,1e-04,1.1624901801347733
32,1.1228891550993718,1e-04,1.1498228043317795
33,1.1271585656815217,1e-04,1.1257575442393621
34,1.0982483410033859,1e-04,1.1486952255169551
35,1.1233321423290157,1e-04,1.1627259085575739
36,1.1704661570677237,1e-04,17.181908305486044
37,1.1292241926954574,1e-04,1.1230808953444162
38,1.1238188893855119,1e-04,1.1293753266334534
39,1.1280912917201258,1e-04,1.1331105450789134
40,1.152858936486124,1e-04,1.1465546389420826
41,1.1308263790707629,5e-05,1.1359607954819997
42,1.1336289719373238,5e-05,1.1050705115000408
43,1.1572611747669572,5e-05,1.171174305677414
44,1.1380845829218376,5e-05,1.1416496694087983
45,1.1400254233544613,5e-05,1.1277646293242773
46,1.1545626015222372,5e-05,1.183471648891767
47,1.1140069881407153,5e-05,1.13250084122022
48,1.1034929036092358,5e-05,1.1529732008775075
49,1.1343450826757095,5e-05,1.141866276661555
